species_uid,anp_code,anp_name,accepted_name_norm,accepted_scientific_name,taxon_rank,kingdom,phylum,class_name,order_name,family,genus,source_systems,authority_ids,source_record_count,deduped_occurrence_count,source_files,nom059,iucn,cites,priority_species,endemicity,invasive_exotic,quality_flags,taxonomic_resolution_status,traceability_status
SP-000001,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,acacia acacia pennatula,Acacia Acacia pennatula,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,SNIB,SNIB/CONABIO valid taxonomy:acacia acacia pennatula,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Vachellia pennatula (ver relaciones de sinonimia).),,,,,,source_authority_resolved,source_traceable
SP-000002,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,acanthocereus acanthocereus tetragonus,Acanthocereus Acanthocereus tetragonus,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Acanthocereus,SNIB,SNIB/CONABIO valid taxonomy:acanthocereus acanthocereus tetragonus,8,7,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),"Apéndice II (Publicado en CITES 2022 como Acanthocereus baxaniensis, Acanthocereus horridus, Acanthocereus occidentalis, Acanthocereus subinermis y Acanthocereus tetragonus (ver relaciones de sinonimia). Todos en apénidice II.)",,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000003,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,acanthocereus tetragonus,Acanthocereus tetragonus,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Acanthocereus,GBIF; Naturalista,GBIF Backbone:3084455.0; Naturalista/iNaturalist taxonomy:157908,11,10,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx; Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000004,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,acanthophora acanthophora spicifera,Acanthophora Acanthophora spicifera,species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,SNIB,SNIB/CONABIO valid taxonomy:acanthophora acanthophora spicifera,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,Criptogénica-Invasora,,source_authority_resolved,source_traceable
SP-000005,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,acromyrmex,Acromyrmex,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,Naturalista,Naturalista/iNaturalist taxonomy:50162,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000006,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,actitis actitis macularius,Actitis Actitis macularius,species,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,SNIB,SNIB/CONABIO valid taxonomy:actitis actitis macularius,41,34,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000007,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,actitis macularius,Actitis macularius,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,GBIF,GBIF Backbone:2481798.0,22,16,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000008,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aedes taeniorhynchus,Aedes taeniorhynchus,species,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,Naturalista,Naturalista/iNaturalist taxonomy:1112134,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000009,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,agaricomycetes,Agaricomycetes,,Fungi,Basidiomycota,Agaricomycetes,,,,Naturalista,Naturalista/iNaturalist taxonomy:50814,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000010,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,agelaius agelaius phoeniceus,Agelaius Agelaius phoeniceus,species,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,SNIB,SNIB/CONABIO valid taxonomy:agelaius agelaius phoeniceus,3,3,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000011,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,agelaius phoeniceus,Agelaius phoeniceus,SPECIES,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,GBIF,GBIF Backbone:9409198.0,3,3,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000012,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ageratum ageratum maritimum,Ageratum Ageratum maritimum,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,SNIB,SNIB/CONABIO valid taxonomy:ageratum ageratum maritimum,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000013,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,agrosoma placetis,Agrosoma placetis,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,Naturalista,Naturalista/iNaturalist taxonomy:486983,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000014,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amaryllidaceae,Amaryllidaceae,,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,,Naturalista,Naturalista/iNaturalist taxonomy:55849,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000015,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazilia amazilia rutila,Amazilia Amazilia rutila,species,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,SNIB,SNIB/CONABIO valid taxonomy:amazilia amazilia rutila,79,47,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),Apéndice II,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000016,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazilia amazilia yucatanensis,Amazilia Amazilia yucatanensis,species,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,SNIB,SNIB/CONABIO valid taxonomy:amazilia amazilia yucatanensis,4,3,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),Apéndice II,,Cuasiendémica,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000017,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazilia amazilia yucatanensis yucatanensis subespecie,Amazilia Amazilia yucatanensis yucatanensis subespecie,species,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,SNIB,SNIB/CONABIO valid taxonomy:amazilia amazilia yucatanensis yucatanensis subespecie,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),Apéndice II,,,,,source_authority_resolved,source_traceable
SP-000018,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazilia rutila,Amazilia rutila,SPECIES,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,GBIF; Naturalista,GBIF Backbone:2476417.0; Naturalista/iNaturalist taxonomy:5758,50,25,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx; Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000020,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazona amazona albifrons,Amazona Amazona albifrons,species,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,SNIB,SNIB/CONABIO valid taxonomy:amazona amazona albifrons,15,11,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,Sujeta a protección especial (Pr),Preocupación menor (LC),Apéndice II,DOF 2014,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000021,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazona amazona autumnalis,Amazona Amazona autumnalis,species,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,SNIB,SNIB/CONABIO valid taxonomy:amazona amazona autumnalis,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,Amenazada (A),Preocupación menor (LC),Apéndice II,DOF 2014,,,,source_authority_resolved,source_traceable
SP-000019,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazona albifrons,Amazona albifrons,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,GBIF,GBIF Backbone:2479618.0,10,7,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000022,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,amazona autumnalis,Amazona autumnalis,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,GBIF,GBIF Backbone:2479623.0,2,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000023,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ambrosia ambrosia hispida,Ambrosia Ambrosia hispida,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,SNIB,SNIB/CONABIO valid taxonomy:ambrosia ambrosia hispida,2,2,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000024,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ambrosia hispida,Ambrosia hispida,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,GBIF; Naturalista,GBIF Backbone:3110680.0; Naturalista/iNaturalist taxonomy:121278,5,5,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx; Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000025,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,americoliva americoliva sayana,Americoliva Americoliva sayana,species,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Americoliva,SNIB,SNIB/CONABIO valid taxonomy:americoliva americoliva sayana,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000026,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anarhynchus anarhynchus nivosus,Anarhynchus Anarhynchus nivosus,species,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,SNIB,SNIB/CONABIO valid taxonomy:anarhynchus anarhynchus nivosus,2,2,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Charadrius nivosus (ver relaciones de sinonimia).),Casi amenazado (NT) (En IUCN Red List 2025-1 como Charadrius nivosus (ver relaciones de sinonimia).),,,,,,source_authority_resolved,source_traceable
SP-000027,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anarhynchus anarhynchus wilsonia,Anarhynchus Anarhynchus wilsonia,species,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Anarhynchus,SNIB,SNIB/CONABIO valid taxonomy:anarhynchus anarhynchus wilsonia,8,7,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Charadrius wilsonia (ver relaciones de sinonimia).),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000028,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,angiospermae,Angiospermae,,Plantae,Tracheophyta,,,,,Naturalista,Naturalista/iNaturalist taxonomy:47125,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000030,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anhinga anhinga anhinga,Anhinga Anhinga anhinga,species,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,SNIB,SNIB/CONABIO valid taxonomy:anhinga anhinga anhinga,28,22,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000029,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anhinga anhinga,Anhinga anhinga,SPECIES,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,GBIF,GBIF Backbone:2482082.0,17,11,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000031,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anolis anolis sagrei,Anolis Anolis sagrei,species,Animalia,Chordata,Reptilia,Squamata,Anolidae,Anolis,SNIB,SNIB/CONABIO valid taxonomy:anolis anolis sagrei,11,10,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,Exótica-Invasora,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000032,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anolis sagrei,Anolis sagrei,SPECIES,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,GBIF,GBIF Backbone:4287413.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000033,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anteos anteos maerula,Anteos Anteos maerula,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anteos,SNIB,SNIB/CONABIO valid taxonomy:anteos anteos maerula,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000034,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anteos maerula,Anteos maerula,SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anteos,GBIF,GBIF Backbone:1919128.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000035,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anthracothorax anthracothorax prevostii,Anthracothorax Anthracothorax prevostii,species,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,SNIB,SNIB/CONABIO valid taxonomy:anthracothorax anthracothorax prevostii,58,40,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),Apéndice II,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000036,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,anthracothorax prevostii,Anthracothorax prevostii,SPECIES,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Anthracothorax,GBIF,GBIF Backbone:2476722.0,40,22,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000037,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,apis apis mellifera,Apis Apis mellifera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,SNIB,SNIB/CONABIO valid taxonomy:apis apis mellifera,6,6,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,Exótica,,source_authority_resolved,source_traceable
SP-000038,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,apis mellifera,Apis mellifera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,GBIF; Naturalista,GBIF Backbone:1341976.0; Naturalista/iNaturalist taxonomy:47219,7,7,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx; Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000040,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aramides aramides albiventris,Aramides Aramides albiventris,species,Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,SNIB,SNIB/CONABIO valid taxonomy:aramides aramides albiventris,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000039,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aramides albiventris,Aramides albiventris,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,GBIF,GBIF Backbone:8872791.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000041,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aratinga nana,Aratinga nana,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,GBIF,GBIF Backbone:2479107.0,16,10,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000042,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,archilochus archilochus colubris,Archilochus Archilochus colubris,species,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,SNIB,SNIB/CONABIO valid taxonomy:archilochus archilochus colubris,6,5,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),Apéndice II,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000043,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,archilochus colubris,Archilochus colubris,SPECIES,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,GBIF,GBIF Backbone:5228514.0,3,3,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000045,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea ardea alba,Ardea Ardea alba,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SNIB,SNIB/CONABIO valid taxonomy:ardea ardea alba,38,29,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000046,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea ardea alba egretta subespecie,Ardea Ardea alba egretta subespecie,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SNIB,SNIB/CONABIO valid taxonomy:ardea ardea alba egretta subespecie,4,4,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000047,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea ardea herodias,Ardea Ardea herodias,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SNIB,SNIB/CONABIO valid taxonomy:ardea ardea herodias,19,15,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000048,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea ardea herodias occidentalis subespecie,Ardea Ardea herodias occidentalis subespecie,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SNIB,SNIB/CONABIO valid taxonomy:ardea ardea herodias occidentalis subespecie,11,10,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000049,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea ardea ibis,Ardea Ardea ibis,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,SNIB,SNIB/CONABIO valid taxonomy:ardea ardea ibis,13,13,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC) (En IUCN Red List 2025-1 como Bubulcus ibis (ver relaciones de sinonimia).),,,,Exótica-Invasora,,source_authority_resolved,source_traceable
SP-000044,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea alba,Ardea alba,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,GBIF,GBIF Backbone:9752617.0,19,15,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000050,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ardea herodias,Ardea herodias,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,GBIF,GBIF Backbone:9630752.0,16,11,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000051,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,arenaria arenaria interpres,Arenaria Arenaria interpres,species,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,SNIB,SNIB/CONABIO valid taxonomy:arenaria arenaria interpres,111,76,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Casi amenazado (NT),,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000052,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,arenaria interpres,Arenaria interpres,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,GBIF,GBIF Backbone:2481776.0,30,20,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,possible_cross_source_duplicate,source_authority_resolved,source_traceable
SP-000053,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,argiope,Argiope,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,Naturalista,Naturalista/iNaturalist taxonomy:47552,2,2,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000054,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,arremonops arremonops rufivirgatus,Arremonops Arremonops rufivirgatus,species,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,SNIB,SNIB/CONABIO valid taxonomy:arremonops arremonops rufivirgatus,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,Cuasiendémica,,,source_authority_resolved,source_traceable
SP-000055,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,arremonops rufivirgatus,Arremonops rufivirgatus,SPECIES,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,GBIF,GBIF Backbone:2491031.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000056,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,arthropoda,Arthropoda,,Animalia,Arthropoda,,,,,Naturalista,Naturalista/iNaturalist taxonomy:47120,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000057,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,artibeus artibeus jamaicensis,Artibeus Artibeus jamaicensis,species,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,SNIB,SNIB/CONABIO valid taxonomy:artibeus artibeus jamaicensis,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000058,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,artibeus jamaicensis,Artibeus jamaicensis,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,GBIF,GBIF Backbone:2433272.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000059,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,ascalapha ascalapha odorata,Ascalapha Ascalapha odorata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ascalapha,SNIB,SNIB/CONABIO valid taxonomy:ascalapha ascalapha odorata,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000060,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aspidoscelis aspidoscelis maslini,Aspidoscelis Aspidoscelis maslini,species,Animalia,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,SNIB,SNIB/CONABIO valid taxonomy:aspidoscelis aspidoscelis maslini,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,Amenazada (A),Preocupación menor (LC),,,,,,source_authority_resolved,source_traceable
SP-000061,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,averrhoa averrhoa carambola,Averrhoa Averrhoa carambola,species,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,SNIB,SNIB/CONABIO valid taxonomy:averrhoa averrhoa carambola,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,Exótica,,source_authority_resolved,source_traceable
SP-000062,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,aythya aythya affinis,Aythya Aythya affinis,species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,SNIB,SNIB/CONABIO valid taxonomy:aythya aythya affinis,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,DOF 2014,,,,source_authority_resolved,source_traceable
SP-000063,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,bartramia bartramia longicauda,Bartramia Bartramia longicauda,species,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,SNIB,SNIB/CONABIO valid taxonomy:bartramia bartramia longicauda,2,2,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,Preocupación menor (LC),,DOF 2014,,,,source_authority_resolved,source_traceable
SP-000064,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,bartramia longicauda,Bartramia longicauda,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,GBIF,GBIF Backbone:2481705.0,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_GBIF.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000065,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,batophora batophora oerstedii,Batophora Batophora oerstedii,species,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladaceae,Batophora,SNIB,SNIB/CONABIO valid taxonomy:batophora batophora oerstedii,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_SNIB.xlsx,,,,,,,,source_authority_resolved,source_traceable
SP-000066,APFFPD,Área de Protección de Flora y Fauna Playa Delfines,bembicina,Bembicina,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,Naturalista,Naturalista/iNaturalist taxonomy:507574,1,1,Insumos/APFF Playa Delfines/PlayaDelfines_Naturalista.xlsx,,,,,,,,source_authority_resolved,source_traceable
